name,market,popularity
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,SZ,91
Stargirl Interlude,SZ,87
Die For You (with Ariana Grande) - Remix,SZ,83
Save Your Tears,SZ,88
Reminder,SZ,88
Starboy,TD,93
Die For You,TD,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TD,93
Blinding Lights,TD,91
Creepin' (with The Weeknd & 21 Savage),TD,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TD,91
Stargirl Interlude,TD,87
Die For You (with Ariana Grande) - Remix,TD,83
Save Your Tears,TD,88
Reminder,TD,88
Starboy,TG,93
Die For You,TG,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TG,93
Blinding Lights,TG,91
Creepin' (with The Weeknd & 21 Savage),TG,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TG,91
Stargirl Interlude,TG,87
Die For You (with Ariana Grande) - Remix,TG,83
Save Your Tears,TG,88
Reminder,TG,88
Starboy,TH,93
Die For You,TH,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TH,93
Blinding Lights,TH,91
Creepin' (with The Weeknd & 21 Savage),TH,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TH,91
Stargirl Interlude,TH,87
Die For You (with Ariana Grande) - Remix,TH,83
Save Your Tears,TH,88
Reminder,TH,88
Starboy,TJ,93
Die For You,TJ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TJ,93
Blinding Lights,TJ,91
Creepin' (with The Weeknd & 21 Savage),TJ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TJ,91
Stargirl Interlude,TJ,87
Die For You (with Ariana Grande) - Remix,TJ,83
Save Your Tears,TJ,88
Reminder,TJ,88
Starboy,TL,93
Die For You,TL,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TL,93
Blinding Lights,TL,91
Creepin' (with The Weeknd & 21 Savage),TL,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TL,91
Stargirl Interlude,TL,87
Die For You (with Ariana Grande) - Remix,TL,83
Save Your Tears,TL,88
Reminder,TL,88
Starboy,TN,93
Die For You,TN,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TN,93
Blinding Lights,TN,91
Creepin' (with The Weeknd & 21 Savage),TN,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TN,91
Stargirl Interlude,TN,87
Die For You (with Ariana Grande) - Remix,TN,83
Save Your Tears,TN,88
Reminder,TN,88
Starboy,TO,93
Die For You,TO,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TO,93
Blinding Lights,TO,91
Creepin' (with The Weeknd & 21 Savage),TO,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TO,91
Stargirl Interlude,TO,87
Die For You (with Ariana Grande) - Remix,TO,83
Save Your Tears,TO,88
Reminder,TO,88
Starboy,TR,93
Die For You,TR,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TR,93
Blinding Lights,TR,91
Creepin' (with The Weeknd & 21 Savage),TR,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TR,91
Stargirl Interlude,TR,87
Die For You (with Ariana Grande) - Remix,TR,83
Save Your Tears,TR,88
Reminder,TR,88
Starboy,TT,93
Die For You,TT,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TT,93
Blinding Lights,TT,91
Creepin' (with The Weeknd & 21 Savage),TT,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TT,91
Stargirl Interlude,TT,87
Die For You (with Ariana Grande) - Remix,TT,83
Save Your Tears,TT,88
Reminder,TT,88
Starboy,TV,93
Die For You,TV,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TV,93
Blinding Lights,TV,91
Creepin' (with The Weeknd & 21 Savage),TV,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TV,91
Stargirl Interlude,TV,87
Die For You (with Ariana Grande) - Remix,TV,83
Save Your Tears,TV,88
Reminder,TV,88
Starboy,TW,93
Die For You,TW,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TW,93
Blinding Lights,TW,91
Creepin' (with The Weeknd & 21 Savage),TW,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TW,91
Stargirl Interlude,TW,87
Die For You (with Ariana Grande) - Remix,TW,83
Save Your Tears,TW,88
Reminder,TW,88
Starboy,TZ,93
Die For You,TZ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",TZ,93
Blinding Lights,TZ,91
Creepin' (with The Weeknd & 21 Savage),TZ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,TZ,91
Stargirl Interlude,TZ,87
Die For You (with Ariana Grande) - Remix,TZ,83
Save Your Tears,TZ,88
Reminder,TZ,88
Starboy,UA,93
Die For You,UA,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",UA,93
Blinding Lights,UA,91
Creepin' (with The Weeknd & 21 Savage),UA,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,UA,91
Stargirl Interlude,UA,87
Die For You (with Ariana Grande) - Remix,UA,83
Save Your Tears,UA,88
Reminder,UA,88
Starboy,UG,93
Die For You,UG,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",UG,93
Blinding Lights,UG,91
Creepin' (with The Weeknd & 21 Savage),UG,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,UG,91
Stargirl Interlude,UG,87
Die For You (with Ariana Grande) - Remix,UG,83
Save Your Tears,UG,88
Reminder,UG,88
Starboy,US,93
Die For You,US,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",US,93
Blinding Lights,US,91
Creepin' (with The Weeknd & 21 Savage),US,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,US,91
Stargirl Interlude,US,87
Die For You (with Ariana Grande) - Remix,US,83
Save Your Tears,US,88
Reminder,US,88
Starboy,UY,93
Die For You,UY,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",UY,93
Blinding Lights,UY,91
Creepin' (with The Weeknd & 21 Savage),UY,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,UY,91
Stargirl Interlude,UY,87
Die For You (with Ariana Grande) - Remix,UY,83
Save Your Tears,UY,88
Reminder,UY,88
Starboy,UZ,93
Die For You,UZ,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",UZ,93
Blinding Lights,UZ,91
Creepin' (with The Weeknd & 21 Savage),UZ,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,UZ,91
Stargirl Interlude,UZ,87
Die For You (with Ariana Grande) - Remix,UZ,83
Save Your Tears,UZ,88
Reminder,UZ,88
Starboy,VC,93
Die For You,VC,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",VC,93
Blinding Lights,VC,91
Creepin' (with The Weeknd & 21 Savage),VC,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,VC,91
Stargirl Interlude,VC,87
Die For You (with Ariana Grande) - Remix,VC,83
Save Your Tears,VC,88
Reminder,VC,88
Starboy,VE,93
Die For You,VE,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",VE,93
Blinding Lights,VE,91
Creepin' (with The Weeknd & 21 Savage),VE,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,VE,91
Stargirl Interlude,VE,87
Die For You (with Ariana Grande) - Remix,VE,83
Save Your Tears,VE,88
Reminder,VE,88
Starboy,VN,93
Die For You,VN,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",VN,93
Blinding Lights,VN,91
Creepin' (with The Weeknd & 21 Savage),VN,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,VN,91
Stargirl Interlude,VN,87
Die For You (with Ariana Grande) - Remix,VN,83
Save Your Tears,VN,88
Reminder,VN,88
Starboy,VU,93
Die For You,VU,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",VU,93
Blinding Lights,VU,91
Creepin' (with The Weeknd & 21 Savage),VU,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,VU,91
Stargirl Interlude,VU,87
Die For You (with Ariana Grande) - Remix,VU,83
Save Your Tears,VU,88
Reminder,VU,88
Starboy,WS,93
Die For You,WS,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",WS,93
Blinding Lights,WS,91
Creepin' (with The Weeknd & 21 Savage),WS,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,WS,91
Stargirl Interlude,WS,87
Die For You (with Ariana Grande) - Remix,WS,83
Save Your Tears,WS,88
Reminder,WS,88
Starboy,XK,93
Die For You,XK,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",XK,93
Blinding Lights,XK,91
Creepin' (with The Weeknd & 21 Savage),XK,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,XK,91
Stargirl Interlude,XK,87
Die For You (with Ariana Grande) - Remix,XK,83
Save Your Tears,XK,88
Reminder,XK,88
Starboy,ZA,93
Die For You,ZA,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",ZA,93
Blinding Lights,ZA,91
Creepin' (with The Weeknd & 21 Savage),ZA,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,ZA,91
Stargirl Interlude,ZA,87
Die For You (with Ariana Grande) - Remix,ZA,83
Save Your Tears,ZA,88
Reminder,ZA,88
Starboy,ZM,93
Die For You,ZM,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",ZM,93
Blinding Lights,ZM,91
Creepin' (with The Weeknd & 21 Savage),ZM,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,ZM,91
Stargirl Interlude,ZM,87
Die For You (with Ariana Grande) - Remix,ZM,83
Save Your Tears,ZM,88
Reminder,ZM,88
Starboy,ZW,93
Die For You,ZW,90
"One Of The Girls (with JENNIE, Lily Rose Depp)",ZW,93
Blinding Lights,ZW,91
Creepin' (with The Weeknd & 21 Savage),ZW,91
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,ZW,91
Stargirl Interlude,ZW,87
Die For You (with Ariana Grande) - Remix,ZW,83
Save Your Tears,ZW,88
Reminder,ZW,88
