href,letra,nome,album,trackID,acousticness,danceability,duration,energy,loudness,valence,contagem_XO
/the-weeknd/less-than-zero/,"Remember I was your hero, yeah I'd wear your heart like a symbol I couldn't save you from my darkest truth of all I know I'll always be less than zero Oh, yeah You tried your best with me, I know I couldn't face you with my darkest truth of all Oh 'Cause I can't get it out of my head No, I can't shake this feeling that crawls in my bed I try to hide it, but I know you know me I try to fight it, but I'd rather be free Oh Oh, yeah Can we meet in the middle? Oh, yeah 'Cause you were just like me before Now you'd rather leavе me Than to watch me die in your arms, oh But I can't gеt it out of my head No, I can't shake this feeling that crawls in my bed I try to hide it, but I know you know me I try to fight it, but I'd rather be free Oh (I can't get it out of my head) (No, I can't shake this feeling that crawls in my bed) I can't get it out of my head No, I can't shake this feeling that crawls in my bed I try to hide it, but I know you know me I try to fight it, but I'd rather be free Yeah I'll always be less than zero You tried your best with me, I know ",Less Than Zero,Dawn FM,2D4dV2KXDTszzJ3p3cFqhA,0.00096,0.535,211814.0,0.791,-5.55,0.5,0
/the-weeknd/1941067/,"Been on another level since you came, no more pain You look into my eyes, you can't recognize my face You're in my world now, you can stay, you can stay But you belong to me, you belong to me If it hurts to breathe, open the window Oh, your mind wants to leave but you can't go This is a happy house, we're happy here In a happy house, oh this is fun Music got you lost Nights pass so much quicker than the days did Same clothes, you ain't ready for your day shift This place will burn you up But baby it's okay, them my niggas next door And they working in the trap, so get naughty if you want So don't blame it on me that you didn't call your home So don't blame it on me girl cause you wanted to have fun If it hurts to breathe, open the window Oh, your mind wants to leave but you can't go This is a happy house, we're happy here In a happy house, oh this is fun Bring the 707 out Bring the 707 out Bring the 707 out Bring the 707 out Bring the 707 out Bring the 707 out Two puffs for the lady who be down for that Whatever, together Bring your own stash of the greatest, trade it Roll a dub, burn a dub, cough a dub, taste it Then watch us chase it With a handful of pills, no chasers Jaw clenching on some super-sized papers And she bad and her head bad Escaping, her van is a Wonderland And it's half-past six Read skies cause time don't exist But when the stars shine back to the crib Superstar lines back at the crib And we can test out the tables Got some brand new tables All glass and it's four feet wide But it's a must to get us ten feet high She give me sex in a handbag I get her wetter than a wet nap And no closed doors So I listen to her moans echo I heard he do drugs now You heard wrong, I been on it for a minute We just never act a fool That's just how we fuckin' live it And when we act a fool It's probably cause we mixed it Yeah I'm always on that okey dokey Them white boys know the deal Ain't no fuckin' phony Big O know the deal He the one who showed me Watch me ride this fucking beat Like he fuckin' told me ""Is that your girl, what's her fucking story?"" ""She kinda bad but she ride it like a fucking pony"" I cut down on her man, be her fuckin' story Yeah I'm talking 'bout you man, get to know me Ain't no offense, though, I promise you If you a real man, dude, you gon' decide the truth But I'm a nice dude with some nice dreams And we could turn this to a nightmare: Elm Street La la la la la la la la I'm so gone, so gone Bring out the glass tables Bring the 707 out La la la la la la la la I'm so gone, so gone Bring out the glass tables Bring the 707 out La la la la la la la la I'm so gone, so gone Bring out the glass tables Bring the 707 out La la la la la la la la I'm so gone, so gone Bring out the glass tables Bring the 707 out Bring the 707 out Bring the 707 out ",House of Balloons / Glass Table Girls,House Of Balloons (Original),2r7BPog74oaTG5shNYiUnV,0.00237,0.662,407316.0,0.511,-8.419,0.228,0
/the-weeknd/call-out-my-name-live-at-sofi-stadium/,"We found each other I helped you out of a broken place You gave me comfort But falling for you was my mistake I put you on top, I put you on top I claimed you so proud and openly And when times were rough, when times were rough I made sure I held you close to me So call out my (name) Girl, call out my name when I kiss you so gently I want you to stay I want you to stay even though you don't want me Girl, why can't you wait? Girl, why can't you wait till I fall out of love? Won't you call out my name? Girl, call out my name, and I'll be on my way and I'll be on my— I said I didn't feel nothing, baby, but I lied I almost cut a piece of myself for your life Guess I was just another pit stop till you made up your mind You just wasted my time You were on top, I put you on top I claimed you so proud and openly, babe And when times were rough, talk to me, when times were rough I made sure I held you close to— So, so call out my name Girl, call out my name when I kiss you so gently I want you to stay I want you to stay even though you don't want me Girl, why can't you wait? Girl, why can't you wait till I fall out of loving? Won't you call out my name? Girl, call out my name and I'll be on my way I'll be on my way I'll be on my way I'll be on my way I'll be on my way ",Call Out My Name ,"My Dear Melancholy,",09mEdoA6zrmBPgTEN5qXmN,0.17,0.461,228373.0,0.593,-4.954,0.175,0
/the-weeknd/out-of-time-feat-jim-carrey/,"[The Weeknd] Yeah Yeah The last few months, I've been working on me, baby There's so much trauma in my life I've been so cold to the ones who loved me, baby I look back now and I realize And I remember when I held you You begged me with your drowning eyes to stay And I regret I didn't tell you Now I can't keep you from loving him You made up your mind Say I love you, girl, but I'm out of time Say I'm there for you, but I'm out of time Say that I'll care for you, but I'm out of time Said I'm too late to make you mine, out of time If he mess up just a little Baby, you know my line If you don't trust him a little Then come right back, girl, come right back Give me one chance, just a little Baby, I'll treat you right And I'll love you like I shoulda loved you all the time And I remember when I held you (held you, baby) You begged me with your drowning eyes to stay (never again, baby) (Hey) and I regret I didn't tell you Now I can't keep you from loving him You made up your mind Say I love you, girl, but I'm out of time Say I'm there for you, but I'm out of time Say that I'll care for you, but I'm out of time Said I'm too late to make you mine, out of time Ooh, singing: Out of time Said I had you to myself, but I'm out of time Say that I'll care for you, but I'm out of time But I'm too late to make you mine, out of time Out of time Out of time [Jim Carrey] Don't you dare touch that dial Because like the song says, you are out of time You're almost there, but don't panic There's still more music to come Before you're completely engulfed  In the blissful embrace of that little light you see in the distance Soon you'll be healed, forgiven and refreshed Free from all trauma, pain, guilt and shame You may even forget your own name But before you dwell in that house forever Here's thirty minutes of easy listening to some slow tracks On 103.5 Dawn FM ",Out Of Time ,Dawn FM,2SLwbpExuoBDZBpjfefCtV,0.255,0.65,214194.0,0.76,-4.422,0.838,0
/the-weeknd/take-my-breath/,"I saw the fire in your eyes I saw the fire when I look into your eyes You tell me things you wanna try I know temptation is the devil in disguise You risk it all to feel alive You’re offering yourself to me like sacrifice You said you do this all the time Tell me you love me if I bring you to the light It’s like a dream, what she feels with me She loves to be on the edge Her fantasy, is okay with me Then suddenly, baby says Take my breath away And make it last forever, babe Do it now or never, babe Take my breath away Nobody does it better, babe Bring me close to Want me to hold on to you tight You pull me closer, feel the heat between your thighs You’re way too young to end your life Girl, I don’t want to be the one who pays the price It’s like a dream, what she feels with me She loves to be on the edge Her fantasy, is okay with me Then suddenly, baby says Take my breath away And make it last forever, babe Do it now or never, babe Take my breath away Nobody does it better, babe Bring me close to heaven, babe Take my breath Oh, oh-ooh They'll see me Oh-ooh, ooh, no Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh Take my breath away (take my breath away) And make it last forever, babe Do it now or never, babe Take my breath away (take my breath away) Nobody does it better, babe Bring me close to heaven, babe (take my breath) Take my breath (take my breath away) Oh, darlin' Take my breath (take my breath away) Nobody does it better, babe Bring me close to heaven, babe Take my breath ",Take My Breath,Dawn FM,2vgUijXOTRMnWXDtvgMp2b,0.0128,0.698,339023.0,0.769,-7.154,0.354,0
/the-weeknd/creepin-feat-metro-boomin-e-21-savage/,"Ooh, ooh Ooh, ooh (just can't believe this, man) (Metro Boomin want some more, nigga) Somebody said they saw you The person you were kissin' wasn't me And I would never ask you I just kept it to myself I don't wanna know If you're playin' me, keep it on the low 'Cause my heart can't take it anymore And if you're creepin', please, don't let it show Oh, baby, I don't wanna know Oh, woah, oh, oh Oh, yeah I think about it when I hold you When lookin' in your eyes, I can't believe And I don't need to know the truth Baby, keep it to yourself I don't wanna know If you're playin' me, keep it on the low 'Cause my heart can't take it anymore And if you're creepin', please, don't let it show Oh, baby, I don't wanna know Did he touch you better than me? (Touch you better than me) Did he watch you fall asleep? (Watch you fall asleep) Did you show him all those things that you used to do to me? If you're better off that way (better off that way) There ain't more that I can say (more that I can say) Just go on and do your thing and don't come back to me Ooh, ooh (woah, woah, woah) Ooh, ooh (21) Had me crushin', I was cuffin' like the precinct How you go from housewife to a sneaky link? Got you riding 'round in all type of Benzes and Rovers Girl, you used to ride in the rinky dink I'm the one put you in Eliantte (on God) Fashion Nova model, I put you on the runway (on God) You was rockin' Coach bags, got you Chane'-ne' Side bitch in Frisco, I call her my Bay-bae (21) I got a girl, but I still feel alone (on God) If you playin' me that mean my home ain't home (on God) Havin' nightmares of goin' through your phone (21) Can't even record, you got me out my zone I don't wanna know If you're playin' me, keep it on the low 'Cause my heart can't take it anymore And if you're creepin', please, don't let it show Oh, baby, I don't wanna know If you're playin' me, keep it on the low 'Cause my heart can't take it anymore And if you're creepin', please, don't let it show Oh, baby, I don't wanna know If you creepin', just don't let me find out (on God) Get a hotel, never bring 'em to the house (on God) If you're better off that way Baby, all that I can say If you're gonna do your thing, then don't come back to me ",Creepin' ,Karaoke Picks Vol. 130,1zOf6IuM8HgaB4Jo6I8D11,0.146,0.847,200434.0,0.349,-9.74,0.105,0
/the-weeknd/double-fantasy-feat-future/,"Temperature risin', bodies unitin' Now that I trapped you in my arms No need to fight it, no need to hide it Now that I see what's in your heart Baby girl, I'm the only one who knows this side of you And, baby, you know that I can pull out what's inside of you Even though it's wrong It's wrong Even though it's wrong, baby My girl Oh, ooh-woah, ooh-woah, ooh-woah, ooh-woah, oh-oh (yeah, yeah, yeah, yeah) Oh, ooh-woah, ooh-woah, ooh-woah, ooh-woah (yeah, yeah, yeah, yeah) Oh-oh-oh You want me inside you, beg me to slide in Knowing we should have never met Girl, when you ride it, see you decide it Don't say those words that you'll regret Baby girl, I can tell that you think that I'm right to you I already know that it's not true, but, girl, I'll lie to you Even though it's wrong (yeah, yeah) It's wrong (yeah, yeah) Even though it's wrong, baby (yeah, yeah) My girl (yeah) Oh, ooh-woah, ooh-woah, ooh-woah, ooh-woah, oh-oh (yeah, yeah, yeah, yeah) Oh, ooh-woah, ooh-woah, ooh-woah, ooh-woah (yeah, yeah, yeah, yeah) Oh-oh-oh We do the things, but we know it's wrong All on my skin, you all in my palm I sent you an envelope, came with a poem You possess venom, that came with a charm You get the good out me when I perform I know the bad of you, that's what I want And you a baddie, you turnin' me on Fiend for your demons, I know where this goin' Love when you fuckin' me, talkin', I know what you doin' Caught up in love, what the fuck is we doin'? Models and bottles with us, ain't nothin' to it I tell you: I got you, that's well understood Your legs on the bed, got your head on the floor We go out shoppin' whenever we get bored We get it poppin', leave nothin' in the store If I go to Saturn, I know that you goin' Fuck me on Saturday early in the mornin' Flyer than a bird, she gon' open her door Screamin' out murder, but showin' you remorse Gotta be cautious, can't pay the support Stars in the ceilin', don't feel like a Porsche Came from the trenches, just livin' at war Once was a prostitute, I can afford you The one I adore Temperature risin', bodies unitin' Now that I trapped you in my arms No need to fight it, no need to hide it Now that I see what's in your heart Baby girl, I'm the only one who knows this side of you And, baby, you know that I can pull out what's inside of you Even though it's wrong It's wrong Even though it's wrong, baby My girl ",DOUBLE FANTASY ,Double Fantasy,4VMRsbfZzd3SfQtaJ1Wpwi,0.00621,0.6,268235.0,0.567,-7.269,0.0951,0
/the-weeknd/wasted-times/,"Wasted times I spent with someone else She wasn't even half of you Reminiscin' how you felt Reminiscin' how you felt And even though you put my life through hell I can't seem to forget 'bout you, 'bout you I want you to myself And now I'm askin', who do you belong to now? Who you give that love to now? Who you pullin' up on? Who you gettin' sprung for now? And what they got that I ain't got? 'Cause I got a lot Don't make me run up on 'em, got me blowin' up their spot 'Cause I ain't got no business catchin' feelings anyway I ain't got no business catchin' feelings Catchin' feelings These girls only want you when you're winnin' (winnin') But you've been with me from the beginnin' (ooh, yeah, yeah) And I know right now that we're not talkin' (not talkin') I hope you know this dick is still an option 'Cause I'll beat it up (I'll beat it up, yeah) I'll take my time to learn the way your body functions You were equestrian, so ride it like a champion (I'll beat it) This sex will get you high without no other substance So who do you belong to now? (Who do you belong to now?) Who you give that love to now? (Who you give that love to now?) Who you pullin' up on? Who you gettin' sprung for now? (Who you gettin' sprung for now?) And what they got that I ain't got? 'Cause I got a lot (I got a lot) Don't make me run up on 'em, got me blowin' up their spot (blowin' up their spot) 'Cause I ain't got no business catchin' feelings anyway I ain't got no business catchin' feelings (feelings) Catchin' feelings I ain't got no business catchin' feelings I ain't got no business catchin' feelings Catchin' fee-fee-fee-fee Feelings I ain't got no business catchin' feelings I ain't got no business catchin' feelings Catchin' fee-fee-fee-fee Wake up I don't wanna wake up I don't wanna wake up If you ain't layin' next to me I don't wanna wake up I don't wanna wake up I don't wanna wake up If you ain't layin' next to me-e-e On me, me, on me, oh, I On me, on me, on me ",Wasted Times,"My Dear Melancholy,",7DKS0rX27cCEPsK0R6tFWS,0.61,0.56,220293.0,0.678,-6.167,0.29,0
/the-weeknd/as-you-are/,"It's just me and you They couldn't see what I see in you, yeah Cause I believe in you You're the only one I choose Even though you break my heart Even though you break my heart, baby I know what we are, our love's too young Even though you break my heart, my love I'mma need you, I'mma need you, I'mma need you, yeah Show me your broken heart and all your scars Baby I'll take, I'll take, I'll take, I'll take you as you are I'll take you as you are, yeah Show me your broken heart and all your flaws Baby I'll take, I'll take, I'll take, I'll take you as you are I'll take you as you are, yeah It's just you and I Ooh yeah Just a phase in our little lie, yeah We can sex all night Ooh whoa I see the want to in your eyes But you know I'll break your heart, your heart Cause I know what we are, my love's too young Even though I'll break your heart, your heart I'mma need you, I'mma need you, I'mma need you, yeah Show me your broken heart and all your scars Baby I'll take, I'll take, I'll take, I'll take you as you are I'll take you as you are Show me your broken heart to know your flaws Baby I'll take, I'll take, I'll take, I'll take you as you are I'll take you as you are, yeah, yeah Oh oh, hey-ey You know it, you know I know it, baby No, no, yeah, you know it, you know I know it, baby You know, you know, you know You know, know, oh You know, know, baby As I am Baby, won't you take me as I am? As I am, as I am, as I am Baby, won't you take me as I am? As I am, as I am As I am, baby, won't you take me as I am? As I am, as I am As I am, baby, won't you take me as I am? As I am, as I am ",As You Are,Beauty Behind The Madness,3H3qBumaYj67PT3aMEBvAP,0.131,0.377,340493.0,0.329,-9.67,0.0528,0
/the-weeknd/hurt-you-feat-gesaffelstein/,"And now I know relationship's my enemy So stay away from me I'm warning you You try to fill the void with every man you meet 'Cause you're upset with me I'm warning you 'Cause all the nights you slept alone dryin' your eyes And all the nights you thought about takin' your life 'Cause if it's love you want again, don't waste your time But if you call me up, I'm fuckin' you on sight I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you When you're with him, you close your eyes and think of me Just call me up again I'll make you weak Girl, I'll come to put myself between your legs Not between your heart Can't you see? That all the nights we slept alone, dryin' your eyes ('cause of me, baby) And all the nights you thought about takin' your life ('cause of me, baby) 'Cause if it's love you want again, don't waste your time (don't you waste) If you call me up, I'm fuckin' you on sight I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you I don't wanna hurt you I don't want I don't want I don't want I don't want I don't wanna, baby I don't wanna, baby I don't ",Hurt You ,"My Dear Melancholy,",6QdnKD1zwEgyOWtkrdzlOF,0.263,0.476,230027.0,0.718,-7.227,0.361,0
/the-weeknd/starry-eyes/,"I only met you in my dreams before When I was young and alone in the world You were there when I needed someone To call my girl And now you're my reality And I wanna feel you close But you're defeated, baby Broken, hurtin', sufferin' from a shattered soul Oh, woah, a shattered soul Oh, oh, oh Let me be there Let me be there for your heart Let me be there I can be there till you're whole You weren't touched by a man in so long 'Cause the last time, it was way too strong Let me be there Let me be there for your heart Let me love you Let me love you like you need And I'll make it Make it my responsibility I'll be there every step of the way I'll get you back on your feet Let me love you Let me love you like you need And you can kick me Kick me to the curb It's okay, baby I promise that I felt worse Back then, I was starry eyed And now I'm so cynical Baby, break me Kick me to the curb Oh, whoa ",Starry Eyes,Dawn FM,6zzdyvVWjGrQBraSvuqJPY,0.465,0.309,148000.0,0.418,-8.622,0.146,0
/the-weeknd/1936380/,"All alone All alone All alone All alone I got something to tell you but don't know how I'mma say it I guess that I could only say one thing Girl I been bad again, girl I been bad again Cause with this money comes problems And with these problems comes solutions And I use 'em When I'm faded I forget Forget what you mean to me Hope you know what you mean to me Pick up your phone The party's finished and I want you to know I'm all alone I'm feelin' everything before I got up I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down Poppin again, I tried to quit again I'm always tight with something I begin That's why my niggas got me to the end Supply what I take, I take what I spend baby I ain't lied to nobody but me And you, and me But you especially Pick up your phone The party's finished and I want you to know I'm all alone I'm feelin' everything before I got up I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down Watashi o okorasenaide hoshii Konoyo na koto o sareruno wa fukainano Watashi no kako o shitte, nando mo watashi no naka ni haittekuru Watashi no kotae nado shitteiru hazu nanoni Watashi ga something to tsumi wo kasanete kita koto o, anata wa shitte inai no Pick up your phone I'm all alone I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down I always want you when I'm coming down ",Coming Down,House Of Balloons (Original),3mHO1J6kfiArjBo1zhLFGP,0.303,0.694,295435.0,0.649,-5.262,0.344,0
/the-weeknd/in-the-night/,"All alone she was living In a world without an end or beginning Baby girl was living life for the feeling But I don't mind, I don't mind And all the wrongs she committed She was numb and she was so co-dependent She was young and all she had was the city But I don't mind, I don't mind And I know that she's capable of anything, it's riveting But when you wake up she's always gone, gone, gone In the night she hears them calling In the night she's dancing to relieve the pain But she'll never walk away (I don't think you understand) In the night when she comes crawling Dollar bills and tears keep falling down her face She'll never walk away (I don't think you understand) He sang a song when he did it He was cold and he was so unforgiving Now she dances to the song on the minute Yeah, all the time, all the time It made her weak when she hear it And it got her on her knees like religion She was young and she was forced to be a woman Yeah, all the time, all the time And I know that she's capable of anything, it's riveting But when you wake up she's always gone, gone, gone In the night she hears him calling In the night she's dancing to relieve the pain But she'll never walk away (I don't think you understand) In the night when she comes crawling Dollar bills and tears keep falling down her face She'll never walk away (I don't think you understand, oh, babe) (I don't think you understand) (I don't think you understand) (I don't think you understand) I don't think you understand In the night she hears him calling In the night she's dancing to relieve the pain But she'll never walk away (I don't think you understand) In the night when she comes crawling Dollar bills and tears keep falling down her face She'll never walk away (I don't think you understand) ",In The Night,Beauty Behind The Madness,25KybV9BOUlvcnv7nN3Pyo,0.0796,0.505,235653.0,0.68,-4.993,0.539,0
/the-weeknd/alone-again/,"Take off my disguise I'm living someone else's life Suppressing who I was inside So I throw 2,000 ones in the sky Together we're alone (together we're alone) In Vegas I feel so at home (in Vegas I feel so at home) I'm falling only for the night So I throw 2,000 ones in the sky (the sky) How much to light up my star again And rewire all my thoughts? Oh baby, won't you remind me what I am? And break, break my little cold heart Call me up and I'll send for you Take me down to your altitude I don't know if I can be alone again I don't know if I can sleep alone again Check my pulse for a second time I took too much, I don't wanna die I don't know if I can be alone again I don't know if I can sleep alone again Count it up, it's all for you, count it up Count it up, it's all for you, count it up I don't know if I can be alone again I don't know if I can be alone again ",Alone Again,After Hours,6b5P51m8xx2XA6U7sdNZ5E,0.033,0.218,250053.0,0.652,-7.953,0.0599,0
/the-weeknd/pray-for-me-feat-kendrick-lamar/,"(Oh, oh) I'm always ready for a war again (a war again) Go down that road again (that road again) It's all the same (it's all the same) I'm always ready to take a life again (that life again) You know I'll ride again (I'll ride again) It's all the same (oh) Tell me who's gon' save me from myself When this life is all I know Tell me who's gon' save me from this hell Without you, I'm all alone Who gon' pray for me? (Who gon' pray for me?) Take my pain for me? (Take my pain for me?) Save my soul for me? (Save my soul for me?) 'Cause I'm alone, you see ('cause I'm alone, you see) If I'm gon' die for you (if I'm gon' die for you) If I'm gon' kill for you (if I'm gon' kill for you) Then I'll spill this blood for you Hey I fight the world, I fight you, I fight myself I fight God, just tell me how many burdens left I fight pain and hurricanes, today I wept I'm tryna fight back tears, flood on my doorsteps Life a livin' hell, puddles of blood in the streets Shooters on top of the building, government aid ain't relief Earthquake, the body dropped, the ground breaks The poor run with smoke lungs and Scarface Who need a hero? (Hero) You need a hero, look in the mirror, there go your hero Who on the front lines at ground zero? (Hero) My heart don't skip a beat, even when hard times bumps the needle Mass destruction and mass corruption, the souls of sufferin' men Clutchin' on deaf ears again, rapture is comin' It's all prophecy and if I gotta be sacrificed for the greater good Then that's what it gotta be Who gon' pray for me? (Who gon' pray for me?) Take my pain for me? (Take my pain for me?) Save my soul for me? (Save my soul for me?) 'Cause I'm alone, you see ('cause I'm alone, you see) If I'm gon' die for you (if I'm gon' die for you) If I'm gon' kill for you (if I'm gon' kill for you) Then I'll spill this blood for you Hey Hey, hey Hey, hey Hey, hey Hey, hey Who gon' pray for me? (Who gon' pray for me?) Take my pain for me? (Take my pain for me?) Save my soul for me? (Save my soul for me?) 'Cause I'm alone, you see ('cause I'm alone, you see) If I'm gon' die for you (if I'm gon' die for you) If I'm gon' kill for you (if I'm gon' kill for you) Then I'll spill this blood for you Hey Just in case my faith go, I'll live by my own law I'll live by my own law, I'll live by my own Just in case my faith go, I'll live by my own law I'll live by my own law, I'll live by my own ",Pray For Me ,The Highlights,6huNf4dutXRjJyGn7f5BPS,0.0867,0.732,211421.0,0.678,-4.977,0.196,0
/the-weeknd/cant-feel-my-face-live/,"And I know she'll be the death of me At least, we’ll both be numb And she'll always get the best of me The worst is yet to come But at least, we'll both be beautiful and stay forever young This, I know, yeah, girl, I know One time She told me: Don’t worry about it She told me: Don't worry no more We both know we can't go without it She told me: You'll never be One, two, three, let's go (I can't feel my face when I'm with you) Yeah But I lovе it, but I love it, oh I can't feel my face when I'm with you, hеy But I love it, hey, but I love it And I know she’ll be the death of me At least, we'll both be numb And she’ll always get the best of me The worst is yet to come All the misery was necessary when we're deep in love This, I know, yeah, girl, I know One time She told me: Don’t worry about it She told me: Don't worry no more We both know we can't go without it She told me: You'll never be alone, let's go (I can't feel my face when I'm with you) Yeah, but I love it, hey, but I love it, oh I can't feel my face when I'm with you, hey But I love it, say, but I love it I can't feel my face when I'm with you, oh But I love it, say, but I love it, oh I can't feel my face when I'm with you, oh But I love when I'm with you, baby Oh, ooh-oh She told me: Don’t worry about it She told me: Don't worry no more We both know we can't go without it She told me: You'll never be alone Let's go ",Can't Feel My Face ,Beauty Behind The Madness,22VdIZQfgXJea34mQxlt81,0.113,0.705,213520.0,0.769,-5.526,0.583,0
/the-weeknd/too-late/,"No-no, no-no, no-no-no I let you down, I led you on I never thought I'd be here without you Don't let me drown inside your arms Bad thoughts inside my mind When the darkness comes, you're my light, baby My light, baby, my light when it's dark, yeah I'm too high, baby, too high, baby 'Cause I know right now, that I lost it (hey) It's way too late to save our souls, baby (oh, oh, yeah) It's way too late, we're on our own (baby, on my own) I made mistakes, I did you wrong, baby (oh, oh, yeah) It's way too late to save my- I can't trust (I can't trust) where I live (where I live) anymore (anymore, anymore, anymore) Sources say that we're done, how would they know? We're in Hell, it's disguised as a paradise with flashing lights I just wanna believe there's so much more (hey, hey, hey) It's way too late to save our souls, baby (oh, oh, yeah) It's way too late, we're on our own (baby, on my own) I made mistakes, I did you wrong, baby (oh, oh, yeah) It's way too late to save my- And, ooh, I tell myself I should get over you I said ooh, I know I'd rather be all over you I'm trying, trying, but I, I just want your body Riding slow on top of me, girl, on top of me I want you, babe, ooh-ooh It's way too late (late) to save our souls, baby (souls, baby, oh, oh, yeah) It's way too late, we're on our own (baby, on my own) I made mistakes, I did you wrong, baby (oh, oh, yeah) It's way too late to save my- ",Too Late,After Hours,2K9Ovn1o2bTGqbsABGC6m3,0.052,0.638,239973.0,0.863,-5.221,0.226,0
/the-weeknd/1941069/,"I just wanna take you there He don't got to go away Does he touch you here like this? Let me take the friction from your lips And I'ma love you girl The way you need Ain't no one goin' stop us Ain't no one goin' stop us And I'ma give you girl, what you fiend I'm the drug in your veins Just fight through the pain He's what you want He's what you want He's what you want He's what you want I'm what you need, what you need, what you need, what you need I'm what you need, what you need, what you need what you need He's what you want He's what you want He's what you want He's what you want I'm what you need, what you need, what you need, what you need I'm what you need, what you need, what you need what you need I got, everything what you want with me I do, everything he does times three And he don't gotta know, I got you on the floor Doing things you never thought you'd do Baby leave them high heel shoes 'Cause I love it when you're lookin' down at me I'm lookin' up at you And I don't give a damn shorty, watch me knock them boots off And I'ma love you girl The way you need Ain't no one goin' stop us Ain't no one goin' stop us And I'ma give you girl, what you fiend I'm the drug in your veins Just fight through the pain He's what you want He's what you want He's what you want He's what you want I'm what you need, what you need, what you need, what you need I'm what you need, what you need, what you need what you need He's what you want He's what you want He's what you want He's what you want I'm what you need, what you need, what you need, what you need I'm what you need, what you need, what you need what you need ",What You Need,House Of Balloons (Original),4Yw8TyBm9J8cpy2guHUYog,0.505,0.638,206421.0,0.335,-10.522,0.0608,0
/the-weeknd/secrets/,"Everybody here wants you My love, my love And I know that you want him too My love, my love I ask you what your heart desires My love, my love You tell me I'm the only one My love, my love It's a lie, a lie I catch you every time In your lust, your lust Every time you close your eyes I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk-, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk-, talkin', talkin' You told me not to worry 'bout Those guys, those guys You told me that you left it all Behind, behind It's a lie, a lie I catch you every time In your lust, your lust Every time you close your eyes I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk-, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk-, talkin', talkin' Wipe the lust from your eyes I see that you're not mine I can see the lust in your eyes You can't hide it You can't be the one I realize, we're divided I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk-, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk-, talkin', talkin' ",Secrets,Starboy,00NAQYOP4AmWR549nnYJZu,0.0155,0.664,265600.0,0.771,-5.779,0.763,0
