total_tracks,id,market,popularity
10.0,3hhDpPtCFuQbppwYgsVhMO,GW,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GW,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GW,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GW,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GW,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GY,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GY,64.0
24.0,12INlMsFtBjyehNnawBv36,GY,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GY,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GY,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GY,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GY,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GY,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GY,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GY,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GY,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GY,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GY,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,HK,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,HK,64.0
24.0,12INlMsFtBjyehNnawBv36,HK,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,HK,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,HK,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,HK,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,HK,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,HK,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,HK,65.0
30.0,2XGEyGU76kj55OdHWynX0S,HK,64.0
9.0,04hy4jb1GDD00otiwzsFUB,HK,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,HK,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,HK,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,HN,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,HN,64.0
24.0,12INlMsFtBjyehNnawBv36,HN,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,HN,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,HN,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,HN,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,HN,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,HN,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,HN,65.0
30.0,2XGEyGU76kj55OdHWynX0S,HN,64.0
9.0,04hy4jb1GDD00otiwzsFUB,HN,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,HN,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,HN,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,HR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,HR,64.0
24.0,12INlMsFtBjyehNnawBv36,HR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,HR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,HR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,HR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,HR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,HR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,HR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,HR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,HR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,HR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,HR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,HT,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,HT,64.0
24.0,12INlMsFtBjyehNnawBv36,HT,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,HT,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,HT,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,HT,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,HT,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,HT,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,HT,65.0
30.0,2XGEyGU76kj55OdHWynX0S,HT,64.0
9.0,04hy4jb1GDD00otiwzsFUB,HT,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,HT,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,HT,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,HU,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,HU,64.0
24.0,12INlMsFtBjyehNnawBv36,HU,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,HU,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,HU,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,HU,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,HU,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,HU,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,HU,65.0
30.0,2XGEyGU76kj55OdHWynX0S,HU,64.0
9.0,04hy4jb1GDD00otiwzsFUB,HU,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,HU,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,HU,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,ID,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,ID,64.0
24.0,12INlMsFtBjyehNnawBv36,ID,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,ID,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,ID,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,ID,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,ID,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,ID,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,ID,65.0
30.0,2XGEyGU76kj55OdHWynX0S,ID,64.0
9.0,04hy4jb1GDD00otiwzsFUB,ID,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,ID,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,ID,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,IE,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,IE,64.0
24.0,12INlMsFtBjyehNnawBv36,IE,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,IE,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,IE,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,IE,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,IE,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,IE,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,IE,65.0
30.0,2XGEyGU76kj55OdHWynX0S,IE,64.0
9.0,04hy4jb1GDD00otiwzsFUB,IE,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,IE,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,IE,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,IL,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,IL,64.0
24.0,12INlMsFtBjyehNnawBv36,IL,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,IL,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,IL,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,IL,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,IL,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,IL,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,IL,65.0
30.0,2XGEyGU76kj55OdHWynX0S,IL,64.0
9.0,04hy4jb1GDD00otiwzsFUB,IL,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,IL,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,IL,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,IN,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,IN,64.0
24.0,12INlMsFtBjyehNnawBv36,IN,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,IN,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,IN,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,IN,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,IN,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,IN,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,IN,65.0
30.0,2XGEyGU76kj55OdHWynX0S,IN,64.0
9.0,04hy4jb1GDD00otiwzsFUB,IN,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,IN,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,IN,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,IQ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,IQ,64.0
24.0,12INlMsFtBjyehNnawBv36,IQ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,IQ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,IQ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,IQ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,IQ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,IQ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,IQ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,IQ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,IQ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,IQ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,IQ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,IS,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,IS,64.0
24.0,12INlMsFtBjyehNnawBv36,IS,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,IS,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,IS,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,IS,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,IS,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,IS,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,IS,65.0
30.0,2XGEyGU76kj55OdHWynX0S,IS,64.0
9.0,04hy4jb1GDD00otiwzsFUB,IS,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,IS,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,IS,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,IT,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,IT,64.0
24.0,12INlMsFtBjyehNnawBv36,IT,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,IT,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,IT,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,IT,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,IT,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,IT,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,IT,65.0
30.0,2XGEyGU76kj55OdHWynX0S,IT,64.0
9.0,04hy4jb1GDD00otiwzsFUB,IT,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,IT,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,IT,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,JM,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,JM,64.0
24.0,12INlMsFtBjyehNnawBv36,JM,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,JM,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,JM,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,JM,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,JM,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,JM,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,JM,65.0
30.0,2XGEyGU76kj55OdHWynX0S,JM,64.0
9.0,04hy4jb1GDD00otiwzsFUB,JM,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,JM,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,JM,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,JO,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,JO,64.0
24.0,12INlMsFtBjyehNnawBv36,JO,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,JO,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,JO,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,JO,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,JO,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,JO,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,JO,65.0
30.0,2XGEyGU76kj55OdHWynX0S,JO,64.0
9.0,04hy4jb1GDD00otiwzsFUB,JO,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,JO,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,JO,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,JP,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,JP,64.0
24.0,12INlMsFtBjyehNnawBv36,JP,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,JP,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,JP,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,JP,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,JP,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,JP,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,JP,65.0
30.0,2XGEyGU76kj55OdHWynX0S,JP,64.0
9.0,04hy4jb1GDD00otiwzsFUB,JP,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,JP,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,JP,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KE,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KE,64.0
24.0,12INlMsFtBjyehNnawBv36,KE,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KE,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KE,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KE,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KE,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KE,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KE,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KE,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KE,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KE,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KE,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KG,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KG,64.0
24.0,12INlMsFtBjyehNnawBv36,KG,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KG,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KG,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KG,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KG,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KG,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KG,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KG,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KG,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KG,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KG,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KH,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KH,64.0
24.0,12INlMsFtBjyehNnawBv36,KH,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KH,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KH,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KH,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KH,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KH,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KH,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KH,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KH,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KH,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KH,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KI,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KI,64.0
24.0,12INlMsFtBjyehNnawBv36,KI,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KI,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KI,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KI,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KI,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KI,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KI,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KI,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KI,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KI,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KI,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KM,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KM,64.0
24.0,12INlMsFtBjyehNnawBv36,KM,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KM,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KM,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KM,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KM,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KM,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KM,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KM,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KM,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KM,63.0
,7zCODUHkfuRxsUjtuzNqbd,KM,
31.0,1OARrXe5sB0gyy3MhQ8h92,KN,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KN,64.0
24.0,12INlMsFtBjyehNnawBv36,KN,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KN,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KN,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KN,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KN,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KN,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KN,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KN,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KN,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KN,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KN,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KR,64.0
24.0,12INlMsFtBjyehNnawBv36,KR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KW,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KW,64.0
24.0,12INlMsFtBjyehNnawBv36,KW,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KW,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KW,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KW,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KW,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KW,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KW,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KW,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KW,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KW,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KW,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,KZ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,KZ,64.0
24.0,12INlMsFtBjyehNnawBv36,KZ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,KZ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,KZ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,KZ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,KZ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,KZ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,KZ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,KZ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,KZ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,KZ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,KZ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LA,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LA,64.0
24.0,12INlMsFtBjyehNnawBv36,LA,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LA,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LA,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LA,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LA,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LA,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LA,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LA,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LA,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LA,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LA,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LB,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LB,64.0
24.0,12INlMsFtBjyehNnawBv36,LB,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LB,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LB,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LB,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LB,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LB,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LB,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LB,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LB,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LB,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LB,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LC,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LC,64.0
24.0,12INlMsFtBjyehNnawBv36,LC,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LC,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LC,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LC,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LC,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LC,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LC,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LC,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LC,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LC,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LC,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LI,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LI,64.0
24.0,12INlMsFtBjyehNnawBv36,LI,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LI,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LI,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LI,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LI,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LI,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LI,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LI,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LI,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LI,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LI,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LK,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LK,64.0
24.0,12INlMsFtBjyehNnawBv36,LK,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LK,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LK,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LK,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LK,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LK,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LK,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LK,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LK,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LK,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LK,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LR,64.0
24.0,12INlMsFtBjyehNnawBv36,LR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LS,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LS,64.0
24.0,12INlMsFtBjyehNnawBv36,LS,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LS,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LS,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LS,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LS,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LS,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LS,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LS,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LS,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LS,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LS,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LT,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LT,64.0
24.0,12INlMsFtBjyehNnawBv36,LT,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LT,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LT,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LT,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LT,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LT,88.0
