total_tracks,id,market,popularity
9.0,04hy4jb1GDD00otiwzsFUB,CL,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CL,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CL,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,CM,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,CM,64.0
24.0,12INlMsFtBjyehNnawBv36,CM,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,CM,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,CM,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,CM,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,CM,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,CM,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,CM,65.0
30.0,2XGEyGU76kj55OdHWynX0S,CM,64.0
9.0,04hy4jb1GDD00otiwzsFUB,CM,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CM,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CM,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,CO,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,CO,64.0
24.0,12INlMsFtBjyehNnawBv36,CO,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,CO,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,CO,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,CO,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,CO,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,CO,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,CO,65.0
30.0,2XGEyGU76kj55OdHWynX0S,CO,64.0
9.0,04hy4jb1GDD00otiwzsFUB,CO,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CO,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CO,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,CR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,CR,64.0
24.0,12INlMsFtBjyehNnawBv36,CR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,CR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,CR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,CR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,CR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,CR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,CR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,CR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,CR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,CV,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,CV,64.0
24.0,12INlMsFtBjyehNnawBv36,CV,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,CV,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,CV,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,CV,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,CV,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,CV,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,CV,65.0
30.0,2XGEyGU76kj55OdHWynX0S,CV,64.0
9.0,04hy4jb1GDD00otiwzsFUB,CV,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CV,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CV,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,CW,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,CW,64.0
24.0,12INlMsFtBjyehNnawBv36,CW,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,CW,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,CW,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,CW,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,CW,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,CW,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,CW,65.0
30.0,2XGEyGU76kj55OdHWynX0S,CW,64.0
9.0,04hy4jb1GDD00otiwzsFUB,CW,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CW,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CW,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,CY,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,CY,64.0
24.0,12INlMsFtBjyehNnawBv36,CY,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,CY,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,CY,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,CY,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,CY,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,CY,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,CY,65.0
30.0,2XGEyGU76kj55OdHWynX0S,CY,64.0
9.0,04hy4jb1GDD00otiwzsFUB,CY,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CY,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CY,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,CZ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,CZ,64.0
24.0,12INlMsFtBjyehNnawBv36,CZ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,CZ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,CZ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,CZ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,CZ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,CZ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,CZ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,CZ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,CZ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,CZ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,CZ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,DE,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,DE,64.0
24.0,12INlMsFtBjyehNnawBv36,DE,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,DE,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,DE,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,DE,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,DE,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,DE,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,DE,65.0
30.0,2XGEyGU76kj55OdHWynX0S,DE,64.0
9.0,04hy4jb1GDD00otiwzsFUB,DE,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,DE,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,DE,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,DJ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,DJ,64.0
24.0,12INlMsFtBjyehNnawBv36,DJ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,DJ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,DJ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,DJ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,DJ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,DJ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,DJ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,DJ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,DJ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,DJ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,DJ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,DK,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,DK,64.0
24.0,12INlMsFtBjyehNnawBv36,DK,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,DK,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,DK,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,DK,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,DK,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,DK,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,DK,65.0
30.0,2XGEyGU76kj55OdHWynX0S,DK,64.0
9.0,04hy4jb1GDD00otiwzsFUB,DK,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,DK,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,DK,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,DM,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,DM,64.0
24.0,12INlMsFtBjyehNnawBv36,DM,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,DM,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,DM,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,DM,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,DM,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,DM,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,DM,65.0
30.0,2XGEyGU76kj55OdHWynX0S,DM,64.0
9.0,04hy4jb1GDD00otiwzsFUB,DM,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,DM,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,DM,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,DO,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,DO,64.0
24.0,12INlMsFtBjyehNnawBv36,DO,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,DO,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,DO,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,DO,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,DO,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,DO,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,DO,65.0
30.0,2XGEyGU76kj55OdHWynX0S,DO,64.0
9.0,04hy4jb1GDD00otiwzsFUB,DO,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,DO,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,DO,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,DZ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,DZ,64.0
24.0,12INlMsFtBjyehNnawBv36,DZ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,DZ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,DZ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,DZ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,DZ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,DZ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,DZ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,DZ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,DZ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,DZ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,DZ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,EC,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,EC,64.0
24.0,12INlMsFtBjyehNnawBv36,EC,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,EC,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,EC,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,EC,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,EC,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,EC,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,EC,65.0
30.0,2XGEyGU76kj55OdHWynX0S,EC,64.0
9.0,04hy4jb1GDD00otiwzsFUB,EC,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,EC,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,EC,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,EE,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,EE,64.0
24.0,12INlMsFtBjyehNnawBv36,EE,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,EE,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,EE,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,EE,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,EE,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,EE,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,EE,65.0
30.0,2XGEyGU76kj55OdHWynX0S,EE,64.0
9.0,04hy4jb1GDD00otiwzsFUB,EE,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,EE,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,EE,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,EG,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,EG,64.0
24.0,12INlMsFtBjyehNnawBv36,EG,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,EG,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,EG,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,EG,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,EG,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,EG,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,EG,65.0
30.0,2XGEyGU76kj55OdHWynX0S,EG,64.0
9.0,04hy4jb1GDD00otiwzsFUB,EG,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,EG,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,EG,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,ES,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,ES,64.0
24.0,12INlMsFtBjyehNnawBv36,ES,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,ES,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,ES,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,ES,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,ES,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,ES,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,ES,65.0
30.0,2XGEyGU76kj55OdHWynX0S,ES,64.0
9.0,04hy4jb1GDD00otiwzsFUB,ES,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,ES,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,ES,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,ET,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,ET,64.0
24.0,12INlMsFtBjyehNnawBv36,ET,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,ET,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,ET,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,ET,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,ET,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,ET,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,ET,65.0
30.0,2XGEyGU76kj55OdHWynX0S,ET,64.0
9.0,04hy4jb1GDD00otiwzsFUB,ET,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,ET,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,ET,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,FI,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,FI,64.0
24.0,12INlMsFtBjyehNnawBv36,FI,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,FI,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,FI,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,FI,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,FI,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,FI,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,FI,65.0
30.0,2XGEyGU76kj55OdHWynX0S,FI,64.0
9.0,04hy4jb1GDD00otiwzsFUB,FI,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,FI,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,FI,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,FJ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,FJ,64.0
24.0,12INlMsFtBjyehNnawBv36,FJ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,FJ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,FJ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,FJ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,FJ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,FJ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,FJ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,FJ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,FJ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,FJ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,FJ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,FM,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,FM,64.0
24.0,12INlMsFtBjyehNnawBv36,FM,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,FM,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,FM,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,FM,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,FM,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,FM,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,FM,65.0
30.0,2XGEyGU76kj55OdHWynX0S,FM,64.0
9.0,04hy4jb1GDD00otiwzsFUB,FM,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,FM,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,FM,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,FR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,FR,64.0
24.0,12INlMsFtBjyehNnawBv36,FR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,FR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,FR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,FR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,FR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,FR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,FR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,FR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,FR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,FR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,FR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GA,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GA,64.0
24.0,12INlMsFtBjyehNnawBv36,GA,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GA,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GA,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GA,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GA,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GA,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GA,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GA,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GA,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GA,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GA,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GB,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GB,64.0
24.0,12INlMsFtBjyehNnawBv36,GB,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GB,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GB,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GB,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GB,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GB,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GB,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GB,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GB,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GB,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GB,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GD,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GD,64.0
24.0,12INlMsFtBjyehNnawBv36,GD,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GD,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GD,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GD,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GD,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GD,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GD,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GD,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GD,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GD,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GD,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GE,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GE,64.0
24.0,12INlMsFtBjyehNnawBv36,GE,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GE,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GE,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GE,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GE,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GE,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GE,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GE,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GE,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GE,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GE,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GH,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GH,64.0
24.0,12INlMsFtBjyehNnawBv36,GH,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GH,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GH,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GH,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GH,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GH,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GH,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GH,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GH,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GH,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GH,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GM,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GM,64.0
24.0,12INlMsFtBjyehNnawBv36,GM,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GM,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GM,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GM,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GM,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GM,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GM,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GM,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GM,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GM,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GM,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GN,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GN,64.0
24.0,12INlMsFtBjyehNnawBv36,GN,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GN,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GN,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GN,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GN,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GN,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GN,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GN,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GN,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GN,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GN,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GQ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GQ,64.0
24.0,12INlMsFtBjyehNnawBv36,GQ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GQ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GQ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GQ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GQ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GQ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GQ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GQ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GQ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GQ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GQ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GR,64.0
24.0,12INlMsFtBjyehNnawBv36,GR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GT,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GT,64.0
24.0,12INlMsFtBjyehNnawBv36,GT,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GT,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GT,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GT,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GT,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GT,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,GT,65.0
30.0,2XGEyGU76kj55OdHWynX0S,GT,64.0
9.0,04hy4jb1GDD00otiwzsFUB,GT,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,GT,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,GT,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,GW,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,GW,64.0
24.0,12INlMsFtBjyehNnawBv36,GW,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,GW,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,GW,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,GW,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,GW,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,GW,88.0
